scenario,run #,output dollar year,target station capacity (kg/day),target number of stations,one-way delivery distance (mile),electricity cost ($/kWh),diesel cost ($/gallon),electricity emission factor (kg CO2/kWh),diesel emission factor (kg CO2/gallon),hydrogen prod. emission factor (kg CO2-eq/kg),formic acid prod. emission factor (kg CO2-eq/kg),hydrogen purchase cost ($/kg),formic acid purchase cost ($/kg),formic acid production pathway,hydr. reaction temperature (K),hydr. reaction pressure (bar),hydr. reaction yield,hydr. reactor volume (m^3),number of hydr. reactors,hydr. catalyst amount (kg),hydr. catalyst cost ($/kg),hydr. catalyst lifetime (yr),hydr. reactor energy (unit TBD),hydr. separator energy (unit TBD),CO2 electrolyzer purchase cost ($/m^2),terminal formic acid storage amount (days),dehydr. reaction temperature (K),dehydr. reaction pressure (bar),dehydr. reaction yield,dehydr. reactor volume (m^3),number of dehydr. reactors,dehydr. catalyst amount (kg),dehydr. catalyst cost ($/kg),dehydr. catalyst lifetime (yr),dehydr. reactor energy (unit TBD),dehydr. gas/liquid separator energy (unit TBD),station formic acid storage amount (days),pathway,location,total levelized cost of hydrogen ($/kg H2)
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,27,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,384.2105263157895,1.0,0.9999,0.03,1.0,3.9580592759999993,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,35.687572091343554
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,28,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,300.0,100.0,0.9999,18.9521829521829,1.0,2500.4621178112193,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,14.028416100985984
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,29,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,310.5263157894737,100.0,0.9999,5.73804573804573,1.0,757.0508386528055,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,8.100808432370414
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,30,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,321.0526315789474,100.0,0.9999,2.2,1.0,290.25768024,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,5.753934434685524
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,31,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,331.578947368421,100.0,0.9999,0.83,1.0,109.50630663599998,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,4.884855593795257
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,32,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,342.1052631578947,100.0,0.9999,0.35,1.0,46.177358219999995,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,4.560306709023336
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,truck,11.135787798322093
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,refueling station,2.5034941358787273
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,terminal,2.7909702422978375
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,compressed hydrogen,truck,0.877489096338476
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,liquefier,4.4352310750937525
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,refueling station,1.8662260539119262
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,terminal,0.6629559750387
Pt 4nm,33,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,352.6315789473684,100.0,0.9999,0.15,1.0,19.790296379999997,3000.0,1.0,0.0,0.0,1.0,liquid hydrogen,truck,0.30940815950784856
Pt 4nm,34,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,100.0,0.9999,0.069,1.0,9.103536334800001,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,refueling station,4.440673736332268
Pt 4nm,34,2022.0,1000.0,10.0,100.0,0.1709,6.028,0.228,10.18,0.0,0.0,0.31,0.0,electro,366.15,105.0,1.0,1.0,1.0,53.0,5450.0,1.0,0.0,0.0,5250.0,0.25,363.1578947368421,100.0,0.9999,0.069,1.0,9.103536334800001,3000.0,1.0,0.0,0.0,1.0,LOHC - formic acid,terminal,15.020300860716624
